Suma Estrés,Suma Ansiedad,Suma Depresión,Genero,Edad,Orientacion,Raza,Educacion,Licenciatura,Ingles Nativo,Religion,Matrimonio,Zurdo,Zona vivienda,Familia,Voto,EXTRAVERSIÓN,AMABILIDAD,RESPONSABILIDAD,NEUROTICISMO,APERTURA EXP,country
40,18,24,Mujer,15,Otros,Blanco,Hasta el instituto,0,1,Otros (cristianismo),1,Diestro,Rural,1,2,3.5,4.5,4.0,4.5,4.0,US
8,1,0,Mujer,19,Asexual,Negra,Instituto,0,1,Otros,1,Diestro,Urbano,4,2,3.5,4.0,6.0,4.5,5.5,US
16,6,33,Hombre,18,Heterosexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Suburbano,2,2,2.0,3.5,1.0,2.0,7.0,AU
10,2,19,Mujer,51,Heterosexual,Blanco,Máster/Doctorado,0,1,Protestante,2,Diestro,Rural,4,1,6.0,4.5,6.0,5.0,6.5,US
35,35,38,Mujer,15,Bisexual,Asiática,Hasta el instituto,0,1,Otros,1,Diestro,Urbano,4,2,3.0,2.5,4.5,1.0,2.5,GB
22,16,31,Hombre,17,Heterosexual,Asiática,Instituto,3,1,Ateo,1,Diestro,Suburbano,2,2,1.5,2.5,5.0,2.5,3.5,CA
27,24,40,Mujer,14,Bisexual,Blanco,Hasta el instituto,0,2,Otros,1,Diestro,Rural,1,2,1.0,4.0,3.5,2.0,2.5,CZ
33,32,26,Mujer,20,Otros,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,4,2,5.0,5.0,3.5,2.0,4.5,MY
5,3,5,Mujer,32,Heterosexual,Blanco,Máster/Doctorado,0,2,Católico,2,Diestro,Urbano,1,1,5.0,4.5,5.0,6.0,6.5,PT
12,6,13,Mujer,31,Heterosexual,Blanco,Grado universitario,0,2,Agnostico,1,Diestro,Rural,2,1,1.0,5.0,6.0,3.0,4.0,AT
27,22,22,Mujer,17,Heterosexual,Blanco,Hasta el instituto,0,1,Católico,1,Diestro,Suburbano,3,2,2.0,6.5,6.0,1.0,6.5,US
23,7,22,Hombre,20,Heterosexual,Blanco,Instituto,0,2,Otros (cristianismo),1,Diestro,Urbano,3,2,3.5,5.0,6.5,6.5,6.5,RO
39,29,36,Hombre,25,Heterosexual,Asiática,Grado universitario,5,2,Musulmán,1,Diestro,Urbano,5,2,1.0,6.0,7.0,1.0,5.5,FR
13,9,10,Mujer,25,Bisexual,Blanco,Grado universitario,7,1,Agnostico,1,Diestro,Suburbano,4,2,4.0,7.0,4.0,5.0,5.0,AU
10,6,16,Hombre,17,Heterosexual,Blanco,Instituto,0,1,Católico,1,Zurdo,Suburbano,3,2,4.5,5.5,3.5,4.0,5.0,US
10,16,13,Mujer,42,Asexual,Asiática,Máster/Doctorado,4,2,Otros (cristianismo),2,Diestro,Suburbano,6,1,3.0,6.5,7.0,5.5,5.0,PH
17,7,15,Mujer,21,Heterosexual,Asiática,Grado universitario,0,1,Musulmán,1,Diestro,Suburbano,2,2,3.0,6.5,2.5,5.5,6.5,MY
29,19,1,Mujer,19,Heterosexual,Asiática,Grado universitario,0,1,Agnostico,1,Diestro,Suburbano,2,2,2.0,5.0,5.0,2.5,6.0,US
36,23,42,Hombre,30,Heterosexual,Asiática,Grado universitario,1,2,Musulmán,2,Diestro,Suburbano,5,1,1.0,7.0,5.5,1.0,4.5,MY
15,12,22,Otros,35,Homosexual,Otros,Grado universitario,4,2,Agnostico,1,Diestro,Suburbano,2,1,2.5,4.0,2.5,2.0,5.5,MX
21,13,34,Mujer,23,Heterosexual,Asiática,Grado universitario,0,1,Otros,1,Diestro,Urbano,3,2,2.0,3.5,4.5,3.0,4.5,SG
39,24,12,Mujer,42,Heterosexual,Blanco,Máster/Doctorado,7,2,Otros (cristianismo),2,Diestro,Suburbano,3,2,4.0,7.0,5.0,2.5,4.5,AE
22,16,29,Mujer,15,Bisexual,Asiática,Hasta el instituto,0,2,Budista,1,Diestro,Urbano,0,2,2.5,4.5,4.5,2.5,3.0,SG
15,13,8,Mujer,31,Heterosexual,Asiática,Grado universitario,2,1,Musulmán,2,Zurdo,Suburbano,6,1,5.0,6.0,7.0,4.5,7.0,MY
10,1,5,Mujer,37,Heterosexual,Blanco,Grado universitario,2,1,Ateo,3,Zurdo,Suburbano,3,1,7.0,2.0,5.0,2.0,6.5,AU
29,29,42,Hombre,19,Heterosexual,Árabe,Instituto,2,1,Ateo,1,Diestro,Suburbano,2,2,1.5,1.5,3.0,1.0,3.5,US
20,7,38,Hombre,38,Heterosexual,Blanco,Máster/Doctorado,3,1,Ateo,1,Zurdo,Urbano,3,1,1.0,6.0,4.0,4.0,3.5,US
14,1,36,Hombre,22,Heterosexual,Blanco,Hasta el instituto,0,1,Otros,1,Zurdo,Rural,1,2,2.0,3.5,1.0,2.5,5.0,US
3,4,24,Mujer,19,Homosexual,Blanco,Instituto,0,2,Agnostico,1,Diestro,Suburbano,2,1,1.0,3.0,1.0,5.0,6.0,CH
3,0,9,Mujer,32,Heterosexual,Blanco,Máster/Doctorado,0,2,Ateo,2,Diestro,Urbano,3,2,4.0,6.0,7.0,6.5,4.5,US
37,37,35,Mujer,13,Heterosexual,Blanco,Hasta el instituto,0,1,Católico,1,Diestro,Urbano,3,2,1.5,4.0,3.5,2.0,6.0,US
39,38,42,Hombre,20,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Urbano,2,1,2.0,5.5,3.0,2.0,4.5,IT
13,10,6,Hombre,16,Heterosexual,Árabe,Hasta el instituto,0,1,Otros,1,Zurdo,Suburbano,2,2,5.0,4.0,7.0,3.5,5.5,DE
28,20,25,Mujer,20,Heterosexual,Asiática,Grado universitario,7,2,Protestante,1,Diestro,Suburbano,2,2,2.5,5.0,2.0,1.0,6.0,PH
28,16,33,Mujer,37,Heterosexual,Blanco,Grado universitario,3,1,Ateo,2,Diestro,Urbano,5,2,1.5,2.5,5.0,1.5,3.0,US
6,15,22,Mujer,30,Heterosexual,Blanco,Grado universitario,7,2,Otros (cristianismo),1,Diestro,Urbano,2,2,5.0,6.5,2.5,2.0,4.5,RO
11,13,34,Hombre,30,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Urbano,3,2,5.5,1.0,5.0,4.5,6.0,FI
17,16,34,Hombre,20,Heterosexual,Blanco,Instituto,7,2,Otros,1,Diestro,Urbano,3,2,1.5,7.0,5.5,4.0,7.0,IL
5,2,9,Hombre,60,Heterosexual,Blanco,Grado universitario,3,1,Protestante,2,Diestro,Suburbano,3,2,6.0,5.0,3.5,5.0,6.5,US
20,26,28,Mujer,13,Bisexual,Blanco,Hasta el instituto,0,1,Católico,1,Diestro,Urbano,4,2,5.5,2.5,4.5,2.5,6.5,US
12,1,3,Hombre,45,Heterosexual,Árabe,Grado universitario,0,1,Otros (cristianismo),2,Diestro,Suburbano,5,2,3.0,3.5,5.5,3.5,6.5,AU
16,14,20,Mujer,16,Bisexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Suburbano,3,2,2.5,5.5,4.5,3.0,6.0,IE
31,35,31,Mujer,24,Heterosexual,Blanco,Instituto,0,1,Otros,1,Diestro,Urbano,3,2,2.0,5.5,3.0,1.5,4.5,US
19,14,11,Mujer,21,Bisexual,Negra,Instituto,0,1,Agnostico,1,Diestro,Suburbano,2,2,2.0,6.0,2.0,4.0,5.5,GB
20,4,9,Hombre,23,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Suburbano,2,2,1.5,2.0,1.0,5.0,2.0,US
30,26,42,Mujer,15,Bisexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Suburbano,3,2,1.0,4.5,2.0,1.5,2.5,US
23,19,25,Hombre,19,Heterosexual,Blanco,Instituto,0,2,Católico,1,Diestro,Suburbano,2,2,4.0,4.0,3.0,2.0,4.5,CH
20,21,11,Mujer,15,Otros,Asiática,Hasta el instituto,0,1,Ateo,1,Ambidiestro,Otros,2,2,2.5,5.0,6.0,3.0,5.0,US
41,32,39,Otros,19,Bisexual,Asiática,Instituto,0,2,Ateo,1,Zurdo,Urbano,1,2,4.5,4.0,3.5,3.0,3.0,US
17,15,33,Mujer,15,Homosexual,Asiática,Hasta el instituto,0,1,Agnostico,1,Diestro,Urbano,2,2,3.5,4.5,1.5,2.0,7.0,US
26,19,42,Mujer,19,Heterosexual,Negra,Instituto,0,1,Otros,1,Diestro,Urbano,2,2,2.0,2.5,4.5,1.0,2.0,US
26,17,6,Mujer,15,Bisexual,Nativo Americano,Hasta el instituto,0,1,Agnostico,1,Diestro,Otros,3,2,5.5,4.0,3.0,2.5,6.5,US
26,21,24,Hombre,15,Bisexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Urbano,3,2,1.0,2.5,6.0,1.5,5.0,CA
39,33,19,Mujer,54,Heterosexual,Blanco,Grado universitario,0,1,Otros (cristianismo),2,Diestro,Urbano,4,2,3.0,7.0,3.5,1.0,3.5,NZ
15,6,4,Mujer,39,Homosexual,Nativo Americano,Instituto,0,1,Católico,1,Ambidiestro,Rural,5,2,3.0,6.5,6.5,5.5,5.5,US
24,23,42,Hombre,15,Heterosexual,Blanco,Hasta el instituto,0,1,Mormon,1,Diestro,Urbano,2,2,3.5,5.5,6.5,1.5,4.5,NZ
29,38,39,Mujer,15,Heterosexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Urbano,3,2,1.5,6.5,6.5,4.0,4.0,US
34,22,40,Hombre,26,Homosexual,Indígena Australiana,Máster/Doctorado,4,2,Hinduista,1,Diestro,Urbano,3,1,2.0,3.0,1.0,1.0,4.5,CA
10,1,19,Hombre,62,Heterosexual,Blanco,Máster/Doctorado,0,1,Ateo,2,Diestro,Rural,3,1,2.5,5.5,6.0,4.5,4.5,NZ
26,24,25,Mujer,51,Heterosexual,Asiática,Hasta el instituto,0,2,Musulmán,1,Zurdo,Suburbano,4,2,2.0,3.5,2.5,3.0,5.0,MY
18,15,17,Hombre,21,Heterosexual,Negra,Máster/Doctorado,4,2,Hinduista,2,Diestro,Rural,2,2,3.0,4.0,7.0,4.0,6.0,IN
29,21,24,Mujer,15,Bisexual,Blanco,Hasta el instituto,7,2,Musulmán,1,Diestro,Rural,5,2,1.0,5.0,3.5,3.0,1.0,MY
21,15,30,Hombre,17,Bisexual,Blanco,Instituto,0,1,Protestante,1,Diestro,Suburbano,1,2,1.5,3.5,2.0,1.0,4.0,GB
22,16,34,Hombre,19,Heterosexual,Asiática,Instituto,0,2,Hinduista,1,Diestro,Rural,2,2,3.0,4.0,6.5,3.0,3.0,MY
23,15,27,Mujer,18,Heterosexual,Nativo Americano,Instituto,0,2,Hinduista,1,Diestro,Urbano,2,2,1.0,6.0,5.0,4.0,6.5,IN
13,7,10,Mujer,37,Otros,Asiática,Máster/Doctorado,0,1,Musulmán,2,Diestro,Rural,8,1,3.5,7.0,7.5,4.0,6.0,MY
30,29,28,Mujer,21,Heterosexual,Asiática,Grado universitario,0,1,Musulmán,1,Diestro,Suburbano,5,2,3.5,4.5,3.5,2.5,4.5,MY
16,8,18,Mujer,63,Heterosexual,Blanco,Máster/Doctorado,0,1,Católico,3,Diestro,Rural,2,1,3.5,7.0,5.0,4.5,6.5,US
34,30,27,Hombre,15,Asexual,Indígena Australiana,Hasta el instituto,0,1,Musulmán,1,Diestro,Urbano,2,2,2.5,4.0,5.0,3.0,3.5,MY
28,25,28,Mujer,25,Homosexual,Blanco,Hasta el instituto,0,2,Otros (cristianismo),2,Ambidiestro,Rural,5,2,1.0,5.0,3.5,4.0,5.0,US
26,15,30,Mujer,13,Otros,Blanco,Hasta el instituto,0,1,Otros (cristianismo),1,Diestro,Urbano,2,2,4.0,2.0,4.5,3.0,3.5,US
3,5,1,Hombre,46,Heterosexual,Blanco,Instituto,0,1,Católico,2,Diestro,Suburbano,6,2,3.0,6.5,3.0,4.5,6.0,US
26,18,29,Mujer,17,Bisexual,Blanco,Instituto,0,1,Otros,1,Diestro,Suburbano,3,2,3.5,4.0,2.5,2.5,5.0,GB
39,26,42,Mujer,18,Heterosexual,Indígena Australiana,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,0,2,3.5,4.0,4.0,1.0,4.0,MY
9,10,20,Mujer,19,Heterosexual,Asiática,Grado universitario,4,2,Hinduista,1,Diestro,Urbano,3,2,3.0,3.5,3.5,5.5,4.5,IN
4,3,0,Hombre,14,Heterosexual,Blanco,Hasta el instituto,0,1,Otros (cristianismo),1,Diestro,Urbano,2,2,4.0,4.5,5.5,5.5,6.0,GB
39,37,41,Mujer,31,Otros,Blanco,Grado universitario,0,1,Otros,2,Diestro,Urbano,5,2,1.0,6.0,3.5,1.5,2.5,US
25,11,17,Mujer,18,Heterosexual,Otros,Instituto,0,1,Ateo,1,Diestro,Suburbano,2,2,2.5,5.0,5.0,1.5,5.0,US
16,11,29,Mujer,19,Bisexual,Blanco,Grado universitario,0,1,Agnostico,1,Diestro,Suburbano,4,1,2.5,5.5,5.5,2.0,6.5,GB
5,7,4,Mujer,54,Heterosexual,Asiática,Máster/Doctorado,6,2,Musulmán,3,Diestro,Rural,3,1,4.0,6.5,5.0,4.5,5.5,NZ
23,12,42,Mujer,53,Asexual,Indígena Australiana,Instituto,0,1,Otros (cristianismo),1,Diestro,Urbano,6,2,1.0,7.0,4.5,4.5,7.0,US
29,31,29,Hombre,17,Bisexual,Blanco,Instituto,0,1,Ateo,1,Diestro,Rural,11,2,3.5,4.0,5.0,3.5,4.5,US
22,18,24,Mujer,20,Bisexual,Blanco,Instituto,0,2,Católico,1,Diestro,Urbano,1,2,2.0,5.0,5.0,4.0,4.5,IT
12,5,5,Hombre,38,Heterosexual,Blanco,Grado universitario,3,1,Protestante,2,Zurdo,Suburbano,3,2,4.0,4.0,3.5,2.5,6.5,US
16,22,35,Mujer,18,Bisexual,Nativo Americano,Instituto,6,2,Católico,1,Zurdo,Suburbano,2,2,2.5,5.0,6.0,4.5,5.0,US
37,17,33,Mujer,28,Heterosexual,Asiática,Máster/Doctorado,0,1,Católico,2,Diestro,Rural,1,2,4.0,3.5,7.0,2.5,3.5,MY
20,19,27,Mujer,48,Heterosexual,Blanco,Instituto,0,1,Católico,3,Diestro,Urbano,2,2,2.0,4.5,4.0,3.0,6.5,US
20,18,20,Hombre,27,Heterosexual,Asiática,Instituto,0,2,Agnostico,1,Diestro,Suburbano,2,1,4.0,6.0,6.0,4.5,6.5,MY
22,18,19,Mujer,22,Heterosexual,Asiática,Instituto,7,2,Musulmán,1,Diestro,Rural,10,2,3.5,4.5,4.5,2.5,5.0,MY
26,14,24,Mujer,18,Heterosexual,Asiática,Instituto,4,1,Hinduista,1,Diestro,Rural,5,2,4.0,4.0,4.0,4.0,4.0,ID
17,7,34,Otros,14,Homosexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Urbano,4,2,3.5,5.0,1.0,3.5,2.5,US
21,19,20,Mujer,16,Homosexual,Indígena Australiana,Instituto,0,1,Agnostico,1,Diestro,Urbano,2,2,1.0,5.5,2.5,2.5,4.5,US
30,28,33,Hombre,23,Asexual,Asiática,Grado universitario,0,2,Protestante,1,Diestro,Suburbano,5,1,2.0,3.0,4.0,4.5,3.5,ID
9,4,16,Hombre,27,Heterosexual,Asiática,Máster/Doctorado,3,2,Musulmán,1,Diestro,Urbano,2,2,5.0,3.5,2.0,4.0,7.0,US
29,23,3,Mujer,17,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Urbano,2,2,2.0,4.5,1.5,2.5,4.5,US
3,0,0,Mujer,15,Heterosexual,Blanco,Hasta el instituto,0,2,Otros (cristianismo),3,Diestro,Urbano,2,2,5.5,4.0,2.0,4.5,4.5,US
40,39,37,Mujer,17,Homosexual,Blanco,Hasta el instituto,7,1,Otros,2,Diestro,Suburbano,3,2,3.0,6.0,7.0,5.5,7.0,US
37,26,39,Mujer,28,Heterosexual,Asiática,Máster/Doctorado,6,2,Musulmán,2,Diestro,Urbano,2,2,5.0,6.0,6.0,2.5,5.0,IN
14,18,25,Mujer,16,Bisexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Suburbano,2,2,2.5,5.5,4.0,3.5,6.0,US
23,31,26,Mujer,28,Heterosexual,Asiática,Grado universitario,4,2,Otros (cristianismo),1,Diestro,Urbano,3,1,4.0,6.0,2.0,3.0,5.0,US
36,31,33,Mujer,17,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,0,2,1.0,4.5,4.0,2.0,5.0,US
32,25,30,Mujer,30,Asexual,Asiática,Máster/Doctorado,0,2,Católico,2,Zurdo,Urbano,2,1,4.0,4.0,3.5,3.5,1.0,US
34,22,34,Mujer,17,Bisexual,Asiática,Instituto,0,1,Católico,1,Diestro,Suburbano,2,2,2.0,5.5,4.5,2.5,3.0,US
24,13,12,Mujer,25,Otros,Asiática,Máster/Doctorado,0,2,Musulmán,2,Diestro,Urbano,3,2,4.5,4.0,5.5,3.0,5.0,MY
33,26,38,Mujer,28,Heterosexual,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Suburbano,4,1,2.0,4.0,5.5,4.0,3.0,MY
41,41,42,Hombre,49,Heterosexual,Blanco,Hasta el instituto,0,1,Otros (cristianismo),3,Diestro,Rural,1,2,2.0,4.0,3.5,1.0,4.0,US
2,2,2,Hombre,58,Heterosexual,Blanco,Grado universitario,5,1,Agnostico,1,Zurdo,Rural,3,2,1.0,6.0,6.5,5.5,6.5,CA
30,27,34,Mujer,15,Bisexual,Asiática,Hasta el instituto,7,1,Ateo,1,Diestro,Urbano,3,2,2.0,3.5,2.0,1.0,3.0,MY
31,25,39,Mujer,18,Heterosexual,Asiática,Instituto,0,1,Musulmán,1,Diestro,Urbano,8,2,5.0,3.5,2.5,3.0,2.5,MY
38,36,38,Hombre,13,Bisexual,Blanco,Hasta el instituto,0,1,Otros,1,Diestro,Urbano,2,2,4.0,2.0,2.0,1.0,7.0,US
31,39,32,Mujer,18,Heterosexual,Asiática,Instituto,0,2,Budista,1,Diestro,Urbano,2,2,3.5,4.5,1.5,2.0,3.0,AU
8,0,4,Mujer,22,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Suburbano,3,1,4.0,3.5,3.5,3.0,2.5,DK
12,11,9,Hombre,26,Heterosexual,Blanco,Instituto,0,1,Católico,1,Diestro,Suburbano,3,2,2.0,3.0,4.5,4.0,5.0,IE
40,39,38,Mujer,23,Heterosexual,Blanco,Instituto,3,1,Agnostico,1,Diestro,Urbano,1,2,4.0,3.5,7.0,2.0,3.5,US
10,12,14,Mujer,17,Heterosexual,Blanco,Instituto,6,2,Agnostico,1,Diestro,Urbano,2,2,2.0,5.0,3.5,4.0,2.5,BR
25,21,30,Mujer,23,Heterosexual,Negra,Instituto,0,1,Otros,1,Diestro,Suburbano,3,2,3.0,3.5,4.5,2.5,5.5,US
16,4,17,Mujer,24,Heterosexual,Blanco,Grado universitario,3,1,Agnostico,2,Diestro,Rural,3,2,2.0,5.0,6.0,5.5,5.5,US
8,8,23,Mujer,15,Heterosexual,Negra,Hasta el instituto,6,1,Católico,1,Diestro,Urbano,1,2,1.0,5.5,3.5,3.0,6.5,BS
36,31,16,Mujer,15,Heterosexual,Blanco,Hasta el instituto,0,1,Ateo,1,Diestro,Suburbano,2,2,2.5,3.5,3.5,1.0,6.0,US
9,1,18,Mujer,52,Heterosexual,Blanco,Máster/Doctorado,0,1,Católico,2,Diestro,Suburbano,4,2,6.0,5.5,3.5,4.5,6.5,US
39,34,32,Mujer,20,Heterosexual,Asiática,Grado universitario,9,2,Musulmán,1,Diestro,Suburbano,4,2,2.5,5.5,3.5,1.5,4.5,MY
42,31,42,Mujer,22,Heterosexual,Asiática,Grado universitario,3,2,Musulmán,1,Zurdo,Suburbano,5,2,2.0,3.0,3.0,1.0,2.0,MY
26,8,8,Hombre,40,Heterosexual,Blanco,Grado universitario,4,1,Católico,1,Diestro,Suburbano,5,2,2.0,3.0,5.5,3.5,4.5,IE
16,13,27,Mujer,22,Heterosexual,Asiática,Grado universitario,3,1,Musulmán,1,Zurdo,Suburbano,5,1,4.0,4.5,4.5,2.0,5.0,MY
1,2,1,Mujer,66,Heterosexual,Blanco,Instituto,0,1,Protestante,2,Diestro,Suburbano,4,2,5.5,7.0,6.0,5.5,3.5,US
17,26,30,Mujer,18,Otros,Asiática,Instituto,4,2,Musulmán,1,Diestro,Urbano,5,2,1.0,4.5,6.5,3.5,2.5,MY
6,2,29,Hombre,16,Heterosexual,Indígena Australiana,Hasta el instituto,0,1,Católico,1,Diestro,Urbano,4,2,3.0,3.5,5.5,6.0,4.5,US
30,24,34,Hombre,15,Bisexual,Asiática,Instituto,0,1,Otros (cristianismo),1,Diestro,Otros,0,2,3.5,5.5,2.0,4.0,4.0,HR
27,24,38,Mujer,16,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Suburbano,2,2,4.5,1.5,4.0,4.5,4.0,CA
27,22,23,Hombre,24,Heterosexual,Blanco,Instituto,0,1,Católico,2,Diestro,Rural,3,1,2.0,4.5,1.5,2.5,4.5,US
23,22,29,Hombre,52,Heterosexual,Asiática,Instituto,0,2,Hinduista,3,Diestro,Urbano,5,1,1.0,4.5,3.0,4.0,3.0,IN
26,21,29,Mujer,13,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Urbano,1,2,5.0,5.0,6.5,4.5,4.0,AU
26,7,16,Mujer,36,Heterosexual,Asiática,Máster/Doctorado,0,2,Musulmán,1,Diestro,Urbano,1,1,3.5,6.5,3.0,2.5,3.5,MY
10,10,13,Hombre,18,Heterosexual,Asiática,Instituto,7,2,Musulmán,1,Diestro,Urbano,5,2,4.0,4.0,3.5,3.5,3.0,MY
31,29,32,Mujer,28,Heterosexual,Asiática,Grado universitario,3,1,Musulmán,1,Diestro,Suburbano,4,1,4.0,5.5,3.5,2.5,4.0,MY
9,14,3,Mujer,49,Otros,Asiática,Máster/Doctorado,0,2,Musulmán,3,Diestro,Rural,7,1,4.5,6.0,4.5,5.5,6.5,GB
35,36,36,Mujer,20,Heterosexual,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Rural,5,2,4.0,2.5,3.5,2.5,3.5,MY
8,5,7,Mujer,21,Homosexual,Asiática,Grado universitario,7,2,Otros (cristianismo),1,Diestro,Rural,5,1,5.5,5.0,2.5,5.0,3.5,PH
25,6,18,Mujer,15,Heterosexual,Otros,Hasta el instituto,0,1,Agnostico,1,Diestro,Urbano,2,2,2.0,4.0,4.0,3.0,7.0,IN
20,9,4,Mujer,18,Heterosexual,Asiática,Hasta el instituto,0,2,Musulmán,1,Diestro,Urbano,3,2,7.0,6.5,5.0,6.5,7.0,AE
23,6,24,Mujer,28,Heterosexual,Blanco,Grado universitario,7,1,Católico,2,Diestro,Suburbano,2,1,3.5,4.5,4.0,2.0,4.5,US
33,30,15,Mujer,14,Otros,Árabe,Hasta el instituto,0,2,Católico,1,Diestro,Urbano,5,2,4.0,5.0,4.0,4.5,4.0,US
18,18,19,Mujer,14,Heterosexual,Asiática,Hasta el instituto,0,2,Musulmán,1,Diestro,Suburbano,5,2,4.0,4.0,3.0,3.5,3.0,MY
4,1,1,Mujer,53,Heterosexual,Blanco,Instituto,0,1,Agnostico,3,Zurdo,Urbano,5,1,4.0,4.5,6.5,6.0,3.5,US
7,12,17,Mujer,15,Asexual,Blanco,Instituto,0,1,Otros (cristianismo),1,Diestro,Urbano,3,2,4.5,3.0,4.0,5.0,7.0,US
27,22,21,Hombre,33,Heterosexual,Asiática,Grado universitario,0,2,Católico,2,Diestro,Rural,6,0,1.0,5.0,5.0,3.0,4.5,PH
28,30,19,Hombre,15,Bisexual,Otros,Hasta el instituto,0,1,Ateo,1,Diestro,Rural,2,2,2.5,3.5,4.0,1.0,6.0,US
14,10,12,Mujer,32,Bisexual,Asiática,Máster/Doctorado,7,2,Musulmán,2,Diestro,Urbano,5,2,4.5,5.0,7.5,4.5,5.5,IR
5,3,6,Mujer,39,Heterosexual,Blanco,Grado universitario,0,1,Agnostico,3,Diestro,Suburbano,2,1,2.5,5.5,4.5,4.0,5.0,AU
24,9,34,Mujer,21,Heterosexual,Asiática,Instituto,7,2,Musulmán,1,Diestro,Suburbano,2,1,4.0,5.0,3.5,3.0,4.0,PK
13,6,8,Mujer,29,Heterosexual,Asiática,Máster/Doctorado,2,2,Musulmán,2,Diestro,Urbano,7,1,4.0,4.5,6.0,4.5,4.5,MY
21,18,23,Hombre,22,Heterosexual,Blanco,Grado universitario,7,1,Católico,1,Zurdo,Suburbano,3,1,2.5,5.0,5.0,4.5,3.5,DE
11,4,4,Hombre,25,Otros,Blanco,Grado universitario,6,2,Ateo,1,Zurdo,Rural,1,1,3.0,2.5,2.5,3.5,3.5,PL
32,28,31,Mujer,18,Heterosexual,Asiática,Instituto,4,2,Musulmán,1,Diestro,Urbano,3,2,1.5,4.0,4.0,2.0,3.0,MY
11,7,12,Mujer,18,Heterosexual,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Urbano,2,2,4.0,4.0,5.0,4.5,5.5,MY
23,15,40,Mujer,39,Heterosexual,Blanco,Grado universitario,6,1,Otros (cristianismo),2,Diestro,Urbano,3,2,2.0,1.5,6.5,1.0,5.0,US
29,25,39,Otros,14,Otros,Asiática,Hasta el instituto,0,1,Católico,1,Diestro,Urbano,2,2,2.5,5.5,4.0,1.0,5.0,US
25,14,10,Hombre,39,Heterosexual,Blanco,Instituto,0,1,Otros,2,Zurdo,Suburbano,2,1,1.0,7.0,3.5,2.0,5.0,GB
5,5,9,Mujer,25,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Rural,6,2,1.5,7.0,3.0,4.0,4.0,MY
22,30,38,Mujer,24,Heterosexual,Blanco,Instituto,0,2,Ateo,1,Zurdo,Rural,3,2,4.0,4.5,2.0,4.0,7.0,SE
20,21,8,Mujer,23,Heterosexual,Asiática,Instituto,1,2,Musulmán,1,Diestro,Suburbano,5,2,4.5,6.0,4.5,4.0,5.5,MY
23,14,3,Hombre,14,Bisexual,Otros,Hasta el instituto,0,1,Ateo,1,Zurdo,Suburbano,4,2,4.5,3.5,3.5,2.5,5.0,US
9,2,9,Hombre,74,Heterosexual,Blanco,Máster/Doctorado,5,1,Otros (cristianismo),2,Diestro,Urbano,3,1,2.5,4.0,6.0,4.5,3.0,US
25,21,28,Mujer,16,Heterosexual,Asiática,Instituto,7,2,Musulmán,1,Diestro,Urbano,1,2,1.5,4.0,5.0,1.0,5.0,ID
9,1,3,Hombre,25,Heterosexual,Blanco,Máster/Doctorado,7,1,Ateo,1,Diestro,Suburbano,3,1,1.5,7.0,7.0,5.5,7.0,CA
29,26,42,Mujer,14,Bisexual,Asiática,Hasta el instituto,0,1,Católico,1,Diestro,Urbano,2,2,3.5,6.0,3.0,1.5,6.0,US
9,7,12,Mujer,21,Heterosexual,Blanco,Instituto,2,1,Agnostico,1,Diestro,Suburbano,2,2,7.0,4.0,4.5,4.5,7.0,CA
31,28,19,Mujer,15,Homosexual,Blanco,Hasta el instituto,0,1,Agnostico,1,Diestro,Urbano,2,2,5.0,4.0,2.5,1.0,5.5,US
27,12,13,Mujer,28,Heterosexual,Asiática,Máster/Doctorado,4,2,Musulmán,1,Diestro,Urbano,4,2,4.0,4.5,5.5,3.0,4.0,MY
8,5,35,Mujer,23,Bisexual,Asiática,Instituto,0,1,Agnostico,1,Diestro,Urbano,1,2,1.5,4.0,4.0,4.0,3.5,SG
0,0,0,Mujer,30,Heterosexual,Asiática,Máster/Doctorado,4,2,Musulmán,2,Diestro,Urbano,3,2,4.0,4.0,7.0,7.0,4.0,MY
